date,elapsed time,height
2020-03-05 14:59:40,0,0
2020-03-05 19:44:19,17079,1
2020-03-05 19:44:33,17093,2
2020-03-05 19:44:33,17093,3
2020-03-05 19:44:33,17093,4
2020-03-05 19:44:33,17093,5
2020-03-05 19:44:33,17093,6
2020-03-05 19:44:33,17093,7
2020-03-05 19:44:33,17093,8
2020-03-05 19:44:33,17093,9
2020-03-05 19:44:33,17093,10
2020-03-05 19:44:33,17093,11
2020-03-05 19:44:33,17093,12
2020-03-05 19:44:33,17093,13
2020-03-05 19:44:45,17105,14
2020-03-05 19:44:45,17105,15
2020-03-05 19:44:45,17105,16
2020-03-05 19:44:45,17105,17
2020-03-05 19:44:45,17105,18
2020-03-05 19:44:45,17105,19
2020-03-05 19:44:45,17105,20
2020-03-05 19:44:45,17105,21
2020-03-05 19:44:45,17105,22
2020-03-05 19:44:45,17105,23
2020-03-05 19:44:45,17105,24
2020-03-05 19:44:45,17105,25
2020-03-05 19:44:45,17105,26
2020-03-05 19:44:45,17105,27
2020-03-05 19:44:45,17105,28
2020-03-05 19:44:45,17105,29
2020-03-05 19:44:45,17105,30
2020-03-05 19:44:45,17105,31
2020-03-05 19:44:45,17105,32
2020-03-05 19:44:45,17105,33
2020-03-05 19:44:45,17105,34
2020-03-05 19:44:45,17105,35
2020-03-05 19:44:45,17105,36
2020-03-05 19:44:45,17105,37
2020-03-05 19:44:45,17105,38
2020-03-05 19:44:45,17105,39
2020-03-05 19:44:45,17105,40
2020-03-05 19:44:45,17105,41
2020-03-05 19:44:45,17105,42
2020-03-05 19:44:45,17105,43
2020-03-05 19:44:45,17105,44
2020-03-05 19:44:45,17105,45
2020-03-05 19:44:45,17105,46
2020-03-05 19:44:45,17105,47
2020-03-05 19:44:45,17105,48
2020-03-05 19:44:45,17105,49
2020-03-05 19:44:45,17105,50
2020-03-05 19:44:45,17105,51
2020-03-05 19:44:45,17105,52
2020-03-05 19:44:45,17105,53
2020-03-05 19:44:45,17105,54
2020-03-05 19:44:45,17105,55
2020-03-05 19:44:45,17105,56
2020-03-05 19:44:45,17105,57
2020-03-05 19:44:45,17105,58
2020-03-05 19:44:45,17105,59
2020-03-05 19:44:45,17105,60
2020-03-05 19:44:46,17106,61
2020-03-05 19:44:46,17106,62
2020-03-05 19:44:46,17106,63
2020-03-05 19:44:46,17106,64
2020-03-05 19:44:46,17106,65
2020-03-05 19:44:46,17106,66
2020-03-05 19:44:46,17106,67
2020-03-05 19:44:46,17106,68
2020-03-05 19:44:46,17106,69
2020-03-05 19:44:46,17106,70
2020-03-05 19:44:46,17106,71
2020-03-05 19:44:46,17106,72
2020-03-05 19:44:46,17106,73
2020-03-05 19:44:46,17106,74
2020-03-05 19:44:46,17106,75
2020-03-05 19:44:46,17106,76
2020-03-05 19:44:46,17106,77
2020-03-05 19:44:46,17106,78
2020-03-05 19:44:46,17106,79
2020-03-05 19:44:46,17106,80
2020-03-05 19:44:46,17106,81
2020-03-05 19:44:46,17106,82
2020-03-05 19:44:46,17106,83
2020-03-05 19:44:46,17106,84
2020-03-05 19:44:46,17106,85
2020-03-05 19:44:46,17106,86
2020-03-05 19:44:46,17106,87
2020-03-05 19:44:46,17106,88
2020-03-05 19:44:46,17106,89
2020-03-05 19:44:46,17106,90
2020-03-05 19:44:46,17106,91
2020-03-05 19:44:46,17106,92
2020-03-05 19:44:46,17106,93
2020-03-05 19:44:46,17106,94
2020-03-05 19:44:46,17106,95
2020-03-05 19:44:46,17106,96
2020-03-05 19:44:46,17106,97
2020-03-05 19:44:46,17106,98
2020-03-05 19:44:46,17106,99
2020-03-05 19:44:46,17106,100
2020-03-05 19:44:46,17106,101
2020-03-05 19:44:46,17106,102
2020-03-05 19:44:46,17106,103
2020-03-05 19:44:46,17106,104
2020-03-05 19:44:46,17106,105
2020-03-05 19:44:46,17106,106
2020-03-05 19:44:46,17106,107
2020-03-05 19:44:46,17106,108
2020-03-05 19:44:46,17106,109
2020-03-05 19:44:46,17106,110
2020-03-05 19:44:46,17106,111
2020-03-05 19:44:46,17106,112
2020-03-05 19:44:46,17106,113
2020-03-05 19:44:46,17106,114
2020-03-05 19:44:46,17106,115
2020-03-05 19:44:46,17106,116
2020-03-05 19:44:46,17106,117
2020-03-05 19:44:46,17106,118
2020-03-05 19:44:46,17106,119
2020-03-05 19:44:46,17106,120
2020-03-05 19:44:46,17106,121
2020-03-05 19:44:46,17106,122
2020-03-05 19:44:46,17106,123
2020-03-05 19:44:46,17106,124
2020-03-05 19:44:46,17106,125
2020-03-05 19:44:46,17106,126
2020-03-05 19:44:46,17106,127
2020-03-05 19:44:46,17106,128
2020-03-05 19:44:46,17106,129
2020-03-05 19:44:46,17106,130
2020-03-05 19:44:46,17106,131
2020-03-05 19:44:46,17106,132
2020-03-05 19:44:46,17106,133
2020-03-05 19:44:46,17106,134
2020-03-05 19:44:46,17106,135
2020-03-05 19:44:46,17106,136
2020-03-05 19:44:46,17106,137
2020-03-05 19:44:46,17106,138
2020-03-05 19:44:46,17106,139
2020-03-05 19:44:46,17106,140
2020-03-05 19:44:46,17106,141
2020-03-05 19:44:46,17106,142
2020-03-05 19:44:46,17106,143
2020-03-05 19:44:46,17106,144
2020-03-05 19:44:46,17106,145
2020-03-05 19:44:46,17106,146
2020-03-05 19:44:46,17106,147
2020-03-05 19:44:46,17106,148
2020-03-05 19:44:46,17106,149
2020-03-05 19:44:46,17106,150
2020-03-05 19:44:46,17106,151
2020-03-05 19:44:46,17106,152
2020-03-05 19:44:46,17106,153
2020-03-05 19:44:46,17106,154
2020-03-05 19:44:46,17106,155
2020-03-05 19:44:46,17106,156
2020-03-05 19:44:46,17106,157
2020-03-05 19:44:46,17106,158
2020-03-05 19:44:46,17106,159
2020-03-05 19:44:46,17106,160
2020-03-05 19:44:46,17106,161
2020-03-05 19:44:46,17106,162
2020-03-05 19:44:46,17106,163
2020-03-05 19:44:59,17119,164
2020-03-05 19:44:59,17119,165
2020-03-05 19:44:59,17119,166
2020-03-05 19:44:59,17119,167
2020-03-05 19:44:59,17119,168
2020-03-05 19:44:59,17119,169
2020-03-05 19:44:59,17119,170
2020-03-05 19:44:59,17119,171
2020-03-05 19:44:59,17119,172
2020-03-05 19:44:59,17119,173
2020-03-05 19:44:59,17119,174
2020-03-05 19:44:59,17119,175
2020-03-05 19:44:59,17119,176
2020-03-05 19:44:59,17119,177
2020-03-05 19:44:59,17119,178
2020-03-05 19:44:59,17119,179
2020-03-05 19:44:59,17119,180
2020-03-05 19:44:59,17119,181
2020-03-05 19:44:59,17119,182
2020-03-05 19:44:59,17119,183
2020-03-05 19:44:59,17119,184
2020-03-05 19:44:59,17119,185
2020-03-05 19:44:59,17119,186
2020-03-05 19:44:59,17119,187
2020-03-05 19:44:59,17119,188
2020-03-05 19:44:59,17119,189
2020-03-05 19:44:59,17119,190
2020-03-05 19:44:59,17119,191
2020-03-05 19:44:59,17119,192
2020-03-05 19:44:59,17119,193
2020-03-05 19:44:59,17119,194
2020-03-05 19:44:59,17119,195
2020-03-05 19:44:59,17119,196
2020-03-05 19:44:59,17119,197
2020-03-05 19:44:59,17119,198
2020-03-05 19:44:59,17119,199
2020-03-05 19:44:59,17119,200
2020-03-05 19:44:59,17119,201
2020-03-05 19:44:59,17119,202
2020-03-05 19:44:59,17119,203
2020-03-05 19:45:11,17131,204
2020-03-05 19:45:11,17131,205
2020-03-05 19:45:11,17131,206
2020-03-05 19:45:11,17131,207
2020-03-05 19:45:11,17131,208
2020-03-05 19:45:11,17131,209
2020-03-05 19:45:11,17131,210
2020-03-05 19:45:11,17131,211
2020-03-05 19:45:11,17131,212
2020-03-05 19:45:11,17131,213
2020-03-05 19:45:11,17131,214
2020-03-05 19:45:11,17131,215
2020-03-05 19:45:11,17131,216
2020-03-05 19:45:11,17131,217
2020-03-05 19:45:11,17131,218
2020-03-05 19:45:11,17131,219
2020-03-05 19:45:11,17131,220
2020-03-05 19:45:11,17131,221
2020-03-05 19:45:11,17131,222
2020-03-05 19:45:11,17131,223
2020-03-05 19:45:11,17131,224
2020-03-05 19:45:11,17131,225
2020-03-05 19:45:11,17131,226
2020-03-05 19:45:11,17131,227
2020-03-05 19:45:11,17131,228
2020-03-05 19:45:11,17131,229
2020-03-05 19:45:11,17131,230
2020-03-05 19:45:11,17131,231
2020-03-05 19:45:11,17131,232
2020-03-05 19:45:11,17131,233
2020-03-05 19:45:11,17131,234
2020-03-05 19:45:11,17131,235
2020-03-05 19:45:11,17131,236
2020-03-05 19:45:11,17131,237
2020-03-05 19:45:11,17131,238
2020-03-05 19:45:11,17131,239
