date,elapsed time,height
2020-05-13 13:04:54,0,0
2020-05-13 14:32:00,5226,1
2020-05-13 14:32:24,5250,2
2020-05-13 14:32:24,5250,3
2020-05-13 14:32:24,5250,4
2020-05-13 14:32:24,5250,5
2020-05-13 14:32:24,5250,6
2020-05-13 14:32:24,5250,7
2020-05-13 14:32:24,5250,8
2020-05-13 14:32:25,5251,9
2020-05-13 14:32:25,5251,10
2020-05-13 14:32:25,5251,11
2020-05-13 14:32:25,5251,12
2020-05-13 14:32:25,5251,13
2020-05-13 14:32:25,5251,14
2020-05-13 14:32:25,5251,15
2020-05-13 14:32:25,5251,16
2020-05-13 14:32:25,5251,17
2020-05-13 14:32:25,5251,18
2020-05-13 14:32:25,5251,19
2020-05-13 14:32:25,5251,20
2020-05-13 14:32:25,5251,21
2020-05-13 14:32:25,5251,22
2020-05-13 14:32:25,5251,23
2020-05-13 14:32:25,5251,24
2020-05-13 14:32:25,5251,25
2020-05-13 14:32:25,5251,26
2020-05-13 14:32:25,5251,27
2020-05-13 14:32:25,5251,28
2020-05-13 14:32:25,5251,29
2020-05-13 14:32:25,5251,30
2020-05-13 14:32:25,5251,31
2020-05-13 14:32:25,5251,32
2020-05-13 14:32:25,5251,33
2020-05-13 14:32:25,5251,34
2020-05-13 14:32:25,5251,35
2020-05-13 14:32:25,5251,36
2020-05-13 14:32:25,5251,37
2020-05-13 14:32:25,5251,38
2020-05-13 14:32:25,5251,39
2020-05-13 14:32:25,5251,40
2020-05-13 14:32:25,5251,41
2020-05-13 14:32:25,5251,42
2020-05-13 14:32:25,5251,43
2020-05-13 14:32:25,5251,44
2020-05-13 14:32:25,5251,45
2020-05-13 14:32:25,5251,46
2020-05-13 14:32:25,5251,47
2020-05-13 14:32:25,5251,48
2020-05-13 14:32:25,5251,49
2020-05-13 14:32:25,5251,50
2020-05-13 14:32:25,5251,51
2020-05-13 14:32:25,5251,52
2020-05-13 14:32:25,5251,53
2020-05-13 14:32:25,5251,54
2020-05-13 14:32:25,5251,55
2020-05-13 14:32:25,5251,56
2020-05-13 14:32:25,5251,57
2020-05-13 14:32:25,5251,58
2020-05-13 14:32:25,5251,59
2020-05-13 14:32:25,5251,60
2020-05-13 14:32:25,5251,61
2020-05-13 14:32:25,5251,62
2020-05-13 14:32:25,5251,63
2020-05-13 14:32:25,5251,64
